WK,Date,MKT,Platform,Cluster,Category/Campaign,Change Note,Pending,Reference,Impact,Owner,
9,2/28/2024,CA,G Ads,PB,Pure Broad 1 & 2 &3 Set,Increased budget from $2k to $2.1k as spend is trending low for past 2 days.,,,,Katy,
9,2/28/2024,CA,G Ads,AVT,AVT-S Max Conv.,Increased budget from $900 to $1k as spend is trending low for past 2 days.,,,,Katy,
9,2/28/2024,CA,G Ads,AVT,AVT-L Max Conv.,Increased budget from $200 to $300 as spend is trending low for past 2 days.,,,,Katy,
9,2/28/2024,CA,G Ads,NB,NB Regs_Device Consolidation_1,Decreased budget from $800 to $700 as WK8 AMO CPA at $98.17.,,,,Katy,
9,2/28/2024,CA,G Ads,NB,NB Regs_Device Consolidation_2,Iecreased budget from $800 to $900 as WK8 AMO CPA at $77.44.,,,,Katy,
9,2/29/2024,CA,G Ads,AVT,AVT-S Max Conv.,Increased budget from $1k to $1.1k to push spend further.,,,,Katy,
9,2/28/2024,CA,G Ads,NB,NB Regs_Device Consolidation_2,Iecreased budget from $900 to $1k to push spend further.,,,,Katy,
8,2/29/2024,US,G Ads,PB,PB Phase 7,Budget $8.6K to $11K due to budget alert,,Mar G ads daily target $85K,,Stacey,
8,2/29/2024,US,G Ads,PB,PB Phase 8,Budget $8.5K to $12K due to budget alert,,,,Stacey,
8,3/4/2024,US,G Ads,PB,PB Phase 10,"Device Consolidation_10_All Dev; target all devices, TCPA $90 with budget $6.5K; bidding portfolio: AVT PB_Device Consolidation_Phase 10",,,,Stacey,
8,3/4/2024,US,G Ads,PB,PB Phase 11,"NO device conslidation on phase 11 yet, but create bidding portfolio: TCPA $90 with budget $9.5K; bidding portfolio: AVT PB_Device Consolidation_Phase 11",,,,Stacey,
10,3/4/2024,CA,G Ads,NB Regs,NB Regs_Device Consolidation_1,"Budget $800 to $900 as WK9 AMO CPA $69, better than tCPA $85.",,,,Katy,
10,3/4/2024,CA,G Ads,NB Regs,NB Regs_Device Consolidation_2,"Budget $1k to $900 as WK9 AMO CPA $90, higher than tCPA $85.",,,,Katy,
10,3/4/2024,CA,G Ads,PB,Pure Broad 1 & 2 &3 Set,Budget $2.1k to $2k. Pull back to add budget to AVT-S.,,,,Katy,
10,3/4/2024,CA,G Ads,AVT,AVT-S Max Conv.,"Budget $1.1k to $1.2k as cost and regs penetration has been increasing. Also, WK9 AMO CPA at $61, more efficient than PB.",,,,Katy,
10,3/4/2024,CA,G Ads,All,All,Exclued SPN from all search campaigns except for the ended ones.,,,,Katy,
10,3/4/2024,JP,G Ads,All,All,Exclued SPN from all search campaigns except for the ended ones.,,,,Katy,
10,3/4/2024,US,G Ads,All,All,Exclued SPN from all search campaigns except for the ended ones and 'Test: Non-Brand (US)',,,,Katy,
10,3/4/2024,US,G Ads,BAU,BAU_Device Consolidation_Final,TCPA $85 to $80; G ads CPA is $10 lower than AMO CPA; aim to shift budget to PB and AVT due to their lower CPA,,,,Stacey,
10,3/4/2024,US,G Ads,ES,Spanish Campaigns Max Conv,"TCPA $100 to $50, budget $300 to $50 due to higher CPA",,,,Stacey,
10,3/4/2024,US,G Ads,PB,"PB Phase 7,8,9",TCPA $90 to $85,,,,Stacey,
10,3/4/2024,US,G Ads,Brand,Brand Plus Max Conv,TCPA $85 to $75,,CPA higher than NB PB CPA,,Stacey,
10,3/4/2024,US,G Ads,Brand,Brand Prime Broad,TCPA $50 to $30,,CPA higher than NB PB CPA; AMO CPA is double or tripple G ads CPA,,Stacey,
10,3/5/2024,CA,G Ads,Brand,[FR] Brand Prime Campaigns,"Paused 4 French BP campaigns as spend is only $1.2k and CPA is $140 Jan 2023 -Feb 17, 2024.",,CPA higher than NB PB CPA; AMO CPA is double or tripple G ads CPA,,Katy,
10,3/6/2024,CA,G Ads,AVT,AVT-S and AVT-L,"CA phase 3 consolidation completed. Enabled 32 AVT-L and 34 AVT-S campaigns to all devices and paused 28 mobile campaigns. Bidding Strategy ""AVT-S_Device Consolidation_3"", budget $$1.2k and ""AVT-L_Device Consolidation_3"", budget $300, both tCPA are $85. The orginal tCPA is $85.",,,,Katy,
10,3/6/2024,CA,G Ads,AVT,AVT-S and AVT-L,"Add 805 KWs in AVT-S and AVT-L for Phase 3 labled as ""Missing Parity KWs 03.06.24"".",,,,Katy,
11,3/10/2024,US,G Ads,BAU,BAU_Device Consolidation_Final,TCPA $80 to $75,,,,Stacey,
11,3/11/2024,CA,G Ads,All,All,Update custom goal name from AVT-L NB’ to ‘Pixel’,,,,Katy,
11,3/11/2024,CA,G Ads,AVT,AVT-S_Device Consolidation_3,Budget increased from $1.2k to $1.4k to push higher spend,,,,Katy,
11,3/11/2024,CA,G Ads,AVT,AVT-L_Device Consolidation_3,Budget decreased from $300 to $250 as actual CPA at $107,,,,Katy,
11,3/11/2024,CA,G Ads,PB,Pure Broad 1 & 2 &3 Set,Budget increased from $2k to $2.1k as CPA efficient and to push spend,,,,Katy,
12,3/11/2024,US,G Ads,PB,PB Phase 11,"Device Consolidation_11_All Dev; target all devices, TCPA $90 with budget $9.5K",,,,Stacey,
12,3/11/2024,US,G Ads,PB,"PB Phase 7,8,9",Combine 3 portfolio with budget $22K,,plan is $24K; set up $22K to avoid overspend first a few days,,Stacey,
11,3/12/2024,CA,G Ads,PB,Pure Broad 1 & 2 &3 Set,Budget increased from $2.1k to $2.3k as total account is trending low today,,,,Katy,
11,3/12/2024,CA,G Ads,PB,Pure Broad 1 & 2 &3 Set,Budget increased from $2.3k to $2.5k as total account is trending low today,,,,Katy,
11,3/12/2024,CA,G Ads,PB,Pure Broad 4 & 5,Budget increased from $200 to $300 as total account is trending low today,,,,Katy,
11,3/12/2024,CA,G Ads,FR,"[FR] Brand Plus, Brand General, B2B: Combo, B2B: Core",Change conversion goal from 'account default' to 'Pixel' for 16 campaigns,,,,Katy,
11,3/13/2024,US,G Ads,All,All,Added MX as negative location for 31 campaigns,,,,Katy,
11,3/13/2024,CA,G Ads,NB,NB Regs,Combined 228 campaigns from 'NB Regs_Device Consolidation_1' and 'NB Regs_Device Consolidation_2' to 'NB Regs_Device Consolidation_Final',,,,Katy,
11,3/13/2024,CA,G Ads,All,All,Updated conversion goal ‘ACS_OBJ_3_1700000088_1580616072’ and ‘ACS_OBJ_3_1700000080_1580616072’ from primary to secondary,,,,Katy,
11,3/13/2024,US,G Ads,PB,"PB Phase 7,8,9",Non AVT PB_Device Consolidation_Final; budget $22K to $15K,,daily spend $40K although set up budget at $22K,,Stacey,
11,3/14/2024,US,G Ads,PB,"PB Phase 7,8,9",Non AVT PB_Device Consolidation_Final; budget $15K to $22K,,,,Stacey,
11,3/15/2024,US,G Ads,PB,PB Phase 11,Budget $9.5K to $12K,,need to target $16K when non avt PB no more than $24K,,Stacey,
11,3/13/2024,MX,G Ads,All,All,Campaigns launched,,,,Yun,
12,3/17/2024,US,G Ads,PB,"PB Phase 10, 11",Budget $12K to $19K based on G ads budget recommention,,,,Stacey,
12,3/18/2024,US,G Ads,RLSA,RLSA Phase 12,"Device consolidation, phase 12 for RLSA with TCPA $70, budget $1.4K",,,,Stacey,
12,3/18/2024,US,G Ads,PB,"PB Phase 7,8,9",Budget $22K to $26K to push spend,,,,Stacey,
12,3/18/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,Budget $1.8K to $2.1K to maintain iE%CCP at 50% with higher CCP,,,,Katy,
12,3/19/2024,US,G Ads,PB,AVT PB_Device Consolidation_Final,phase 10 & phase 11 combine to 1 bidding portfolio; TCPA $90 with $22K daily budget,,,,Stacey,
12,3/20/2024,CA,G Ads,PB,PB_Device Consolidation_4,"Phase 4 device consolidation complete, labeled 'Device Consolidation_4_Mobile Off' and 'Device Consolidation_4_All Dev'. Enabled all devices for 8 campaigns and paussed 5 mobile campaigns. Added campaign ""Food Service (Man) - [All] [Broad]"" into the bidding portflio ""PB_Device Consolidation_4"". Added 74 KWs, labeled ""Missing Parity KWs 03.20.25
""",,,,Katy,
12,3/21/2024,US,Bing,NB,NB,Device consolidation completed by Bing rep,,,,,
12,3/21/2024,JP,Yahoo,All,All,"Negated ""Amazon 出品"" as JP SP SSR owns that KW",,,,Katy,
13,3/25/2024,JP,G Ads,NB,NB,Enabled ad group 'DEA' ,,,,Katy,
13,3/25/2024,CA,G Ads,AVT,AVT-S,Increase budget from $1.4k to $1.5k to maintin the daily $8k spending goal,,,,Katy,
13,3/28/2024,US,G Ads,Brand,Brand Core,budget increase from $3K to $3.4K based on budget alert,,,,Stacey,
13,3/29/2024,JP,G Ads,All,All,Paused 'FYE 2024',,,,Katy,
13,3/29/2024,JP,Yahoo,All,All,Paused 'FYE 2024',,,,Katy,
14,3/31/2024,US,G Ads,PB,Non AVT PB,Budget $22K to $31K due to google budget suggestion,,spend trend low since 3/29 may due to seasonality; spend decline mainly from AVT-S & BAU,,Stacey,
14,3/31/2024,US,G Ads,PB,AVT PB,Budget $22K to $26K,,spend trend low since 3/29 may due to seasonality; spend decline mainly from AVT-S & BAU,,Stacey,
14,4/1/2024,JP,G Ads,NB,NB,Paused ad group 'DEA -Office' ,,,,Katy,
14,4/1/2024,JP,G Ads,NB,NB,Enabled ad group 'DEA - Main' ,,,,Katy,
14,4/1/2024,CA,G Ads,AVT,AVT-S_Device Consolidation_3,Increased budget from $1.5k to $1.6k as AVT-S CPA is more efficient than PB.,,,,Katy,
14,4/1/2024,CA,G Ads,PB,PB_Device Consolidation_4,"Lowered the budget from $900 to $800 as CPA too high at $110, overall PB CPA is high too so move budget to AVT.",,,,Katy,
14,4/2/2024,CA,G Ads,AVT,AVT-S_Device Consolidation_3,tCPA increased from $85 to $90 to push spend,,,,Katy,
14,4/2/2024,CA,G Ads,AVT,AVT-L_Device Consolidation_3,"tCPA increased from $85 to $90, and increase budget from $300 to $400 to push spend",,,,Katy,
14,4/2/2024,CA,G Ads,PB,PB_Device Consolidation_4,Lowered tCPA from $85 to $80 to pull back to improve CPA,,,,Katy,
14,4/2/2024,CA,G Ads,PB,RLSA Pure Broad Max Conv.,"Paused 27 campaigns labeled ""PB RLSA Paused 37 campaigns 04.02.24"" for portfolio 'RLSA Pure Broad Max Conv.' as spend and reg is low",,,,Katy,
14,4/2/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],Increased KW bid from $2 to $2.5 in ‘Brand - Core (EXT)’ ad group under campaign ‘Brand: Core - [D] [EXT]’,,,,Katy,
14,4/2/2024,CA,G Ads,NB,NB Comp & FR NB,Updated 32 NB competitor campaigns' conversion goal from 'Account default to 'NB Comp',,,,Katy,
14,4/2/2024,CA,G Ads,PB,PB_Device Consolidation_5,Device Consoliation Phase 5 is complete. Labeled 26 campaigns 'Device Consolidation_5_All Dev' and labeled 12 campaigns 'Device Consolidation_5_Mobile Off'. Added 51 KWs labeled 'Missing Parity KWs 04.03.24'. Moved 13 campaigns (Low cost) from PB to 'PB_Device Consolidation_5' bidding.,,,,Katy,
14,4/3/2024,US,G Ads,AVT,AVT-DD,Pause for AVT consolidation,,Label Audience Consolidation_1_Audience Off,,Stacey,
14,4/3/2024,US,G Ads,AVT,AVT-S,Add related audiences for AVT,,,,Stacey,
14,4/3/2024,US,G Ads,AVT,AVT-S,AVT-S_Device Consolidation_Final; budget $25K to $12K to avoid overspend when consolidate audience. expect $9K spend per day,,,,Stacey,
14,4/5/2024,CA,G Ads,AVT,AVT,"Paused [AVT-L] B2B: Combo - [M/T] [Broad] - [IM], [AVT-L] B2B: Core - [M/T] [Broad] - [IM], [AVT-S] B2B: Combo - [M/T] [Broad] - [IM], [AVT-S] B2B: Core - [M/T] [Broad] - [IM] due to low traffic",,,,Katy,
14,4/5/2024,CA,Bing,Brand,Brand,CA - Bing BR [B] portfolio changed from Adobe bidding to eCPC. 1059 KWs updated with label 'Adobe to eCPC 04.05.24'.,,,,Katy,
15,4/8/2024,US,G Ads,AVT,AVT-L,Pause for AVT consolidation,,Label Audience Consolidation_2_Audience Off,,Stacey,
15,4/8/2024,US,G Ads,AVT,AVT-S,Add AVT-L audiences for AVT,,"budget increased to $15K ($9K AVT-S, $1K AVT-DD, $5K AVT-L)",,Stacey,
15,4/8/2024,US,G Ads,BAU,BAU_Device Consolidation_Final,TCPA $75 to $78,,,,Stacey,
15,4/8/2024,US,G Ads,PB,Non AVT PB_Device Consolidation_Final,Budget $25 to $27K,,test efficiency when increase budget,,Stacey,
15,4/8/2024,US,G Ads,PB,Non AVT PB_Device Consolidation_Final,Budget $22 to $24K,,test efficiency when increase budget,,Stacey,
15,4/9/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],Increased KW bid from $2.5 to $3 in ‘Brand - Core (EXT)’ ad group under campaign ‘Brand: Core - [D] [EXT]’,,,,Katy,
15,4/9/2024,CA,Bing,NB,Hybrid Desktop,Increased 'Hybrid Desktop' from $120 to $176 daily budget to push Bing spend,,,,Katy,
15,4/9/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,"NB Regs_Device Consolidation_Final tCPA changed from $85 to $80, and budget lowered from $2.1k to $1.8k to allocate more $ to AVT",,,,Katy,
15,4/9/2024,CA,G Ads,AVT,AVT-S_Device Consolidation_3,Budget increased from $1.6k to $1.7k,,,,Katy,
15,4/9/2024,CA,G Ads,RLSA,RLSA,Paused 49 campaigns in portfolio 'RLSA' due to low traffic and only 6 conv. in past 6 months. (CPA $283),,,,Katy,
15,4/10/2024,US,G Ads,Brand,Brand Prime,Removed Performance Target,,,,Katy,
15,4/10/2024,JP,G Ads,Brand,Brand,Removed Performance Target,,,,Katy,
15,4/10/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,NB Regs_Device Consolidation_Final budget increased back from $1.8k to $2k as spend is trending low,,,,Katy,
15,4/10/2024,CA,G Ads,FR,[FR] : Brand: Plus,"Paused 4 [FR] : Brand: Plus campaigns due to $27 daily spend, 4 monthly regs, and high CPA of $205.",,,,Katy,
15,4/11/2024,CA,G Ads,FR,FR,Combined 12 FR campaigns under porfolio 'FR' with tCPA $40 and budget $140.,,,,Katy,
15,4/11/2024,CA,G Ads,NB Comp & FR NB,NB Comp & FR NB,Lowered budget from $99 to $85 as [FR]: B2B moved to FR portfolio,,,,Katy,
15,4/11/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,Lowered budget from $2k to $1.9k as all portfolios are trending high,,,,Katy,
15,4/15/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,Increase budget from $1.9k to $2k to push spend on WK16 since CCP increased,,,,Katy,
16,4/16/2024,US,G Ads,PB,AVT PB_Device Consolidation_Final,Add AVT-L audiences for AVT; Pause AVT-L PB Campaign,,,,Stacey,
16,4/16/2024,US,G Ads,BAU,BAU_Device Consolidation_Final,TCPA $78 to $72,,,,Stacey,
16,4/17/2024,CA,G Ads,PB,PB_Device Consolidation_6,Device Consoliation Phase 6 is complete. Labeled 68 campaigns 'Device Consolidation_6_All Dev' and labeled 34 campaigns 'Device Consolidation_6_Mobile Off'. Added 261 KWs labeled 'Missing Parity KWs 04.17.24'. Moved 15 AVT [All] campaigns (Low cost) from PB123 and PB45 to 'PB_Device Consolidation_6' bidding.,,,,Katy,
16,4/17/2024,JP,G Ads,NB,NB,Enabled ad group 'DEA - Main' and 'DEA - Office Supply',,,,Katy,
16,4/18/2024,US,G Ads,PB,AVT PB_Device Consolidation_Final,budge $24K to $26K,,G ads daily target $87K on weekday to make ttl Apr 2.6M,,Stacey,
17,4/22/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,"Budget increased from $2k to $2,050",,,,Katy,
17,4/23/2024,JP,G Ads,NB,NB Computer,NB Computer 2024' campaign launched.,,,,Katy,
17,4/23/2024,US,G Ads,All,All,Negated Small Business related KWs in exact match [Small Business Studio] [Small Business Success] [Small Business Grant] [Small Business Success Studio] in list 'Merkle - Competitors (all non-Competitor campaigns)',,,,Katy,
17,4/23/2024,US,G Ads,AVT,AVT-All & DD_Device Consolidation,change name to AVT-All Device Consolidation,,,,Stacey,
17,4/23/2024,US,G Ads,AVT,AVT-All Device Consolidation,TCPA $90 to $85,,,,Stacey,
17,4/23/2024,US,G Ads,BAU,BAU_Device Consolidation_Final,TCPA $72 to $75,,,,Stacey,
17,4/23/2024,US,G Ads,PB,Non AVT PB_Device Consolidation_Final,budget $27K to $33K based on G ads budget suggestion,,,,Stacey,
17,4/23/2024,US,G Ads,PB,AVT PB_Device Consolidation_Final,budget $27K to $34K based on G ads budget suggestion,,,,Stacey,
17,4/23/2024,US,G Ads,Brand,Brand core mobile exact,budget $.3K to $2.4K based on G ads budget alert,,,,Stacey,
17,4/23/2024,US,G Ads,Brand,[AVT-L] Brand: Core - [M/T] [BMM],TCPA $90 to $85,,,,Stacey,
17,4/24/2024,CA,G Ads,PB,PB Non-AVT Final,"Combined 'PB_Device Consolidation_4' and 'PB_Device Consolidation_5' into 'PB Non-AVT Final' using $90 tCPA and budget of $1,550.",,,,Katy,
17,4/24/2024,US,G Ads,PB,Non AVT PB_Device Consolidation_Final,Budget lowered from $33K to $29K as pacing too high,,,,Katy,
17,4/24/2024,US,G Ads,PB,AVT PB_Device Consolidation_Final,Budget lowered from $34K to $29K as pacing too high,,,,Katy,
17,4/25/2024,CA,G Ads,PB,PB Non-AVT Final,"Lowered budget from $1,550 to $1,450 since pacing is high",,,,Katy,
17,4/25/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,"Lowered budget from $2,050 to $1,950 since pacing is high",,,,Katy,
18,4/29/2024,JP,G Ads,NB,NB Computer 2024,Change bidding from Max Conv ($300 tCPA) to Max Click ($5 max CPC) to see if can garner more traffic,,,,Katy,
18,4/29/2024,CA,G Ads,PB,PB_Device Consolidation_6,"Increased PB AVT budget from $1,250 to  $1.4k as CPA is efficient last week.",,,,Katy,
18,4/29/2024,CA,G Ads,PB,PB_Device Consolidation_6,"Increased PB AVT budget from $1,250 to  $1.4k as CPA is efficient last week.",,,,Katy,
18,4/29/2024,CA,G Ads,PB,PB Non-AVT Final,"Decreased PB Non-AVT from $1,550 to $1.5k as AVT is more efficent.",,,,Katy,
18,4/29/2024,CA,G Ads,"BP, NB Comp","BP, NB Comp",Device Consoliation Phase 7 is complete for BP and NB Comp. Labeled 18 campaigns 'Device Consolidation_7_All Dev' and labeled 18 campaigns 'Device Consolidation_7_Mobile Off'. Added 14 KWs labeled 'Missing Parity KWs 05.01.24'. ,,,,Katy,
18,4/29/2024,CA,G Ads,NB,NB Regs_Device Consolidation_Final,Add $65 to NB Regs as dev con phase 7 combined NB Comp in NB Regs.,,,,Katy,
18,5/1/2024,US,G Ads,,,SBSS&SBG Campaigns + sitelinks for NB campaigns enabled.,,,,Katy,
18,5/1/2024,US,G Ads,PB,Non AVT PB_Device Consolidation_Final,Budget lowered from $29K to $25K as pacing too high,,,,Katy,
18,5/1/2024,US,G Ads,PB,AVT PB_Device Consolidation_Final,Budget lowered from $29K to $25K as pacing too high,,,,Katy,
19,5/6/2024,CA,Yahoo,NB,General - [PHR] 2024,Paused campaign 'General - [PHR] 2024',,,,Katy,
19,5/6/2024,CA,Yahoo,NB,Brand,Set Mobile and Tablet to -100% as their CPA is too high,,,,Katy,
19,5/6/2024,US,G Ads,NB,SBSS 2024,Change bidding from Max Conversion to Max Clicks bidding to comply with privacy policy,,,,Katy,
19,5/7/2024,JP,G Ads,NB,PMax,Paused PMax becuase of privacy policy,,,,Katy,
20,5/16/2024,CA,G Ads,All,All,Switched from manual bidding to Adobe bidding,,,,Adobe - Suzane,
20,5/16/2024,JP,Yahoo,All,All,Truned the conversion tags off,,,,Katy,
20,5/16/2024,JP,Yahoo,All,All,Truned the conversion tags back on as TPS performed a check and approved the Yahoo pixel,,,,Katy,
20,5/17/2024,CA,G Ads,All,All,Set deivce with Blank bid adjustment to 0 for 483 campaigns,,,,Katy,
21,5/20/2024,CA,Adobe,All,All,Change Multiple from 1 to 1.2,,,,Katy,
21,5/20/2024,CA,Adobe,NB,CA - NB Regs - [B],"Change Bing to Adobe bidding, multiple by 2, min $0.01, daily $150",,,,Katy,
21,5/20/2024,JP,G Ads,NB,NB,Paused General - [PHR] and NB Computer 2024 due to bidding transition,,,,Katy,
21,5/21/2024,CA,G Ads,PB,CA - PB AVT - [G] & CA - PB Non-AVT - [G],"Lowered multiple from 1.2 to 1.1 as pacing high, CA - PB AVT - [G] & CA - PB Non-AVT - [G]",,,,Katy,
21,5/21/2024,CA,G Ads,FR,CA - FR - [G],Lowered multiple from 1.2 to 1 for CA - FR - [G],,,,Katy,
21,5/21/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],"Changed bidding from eCPC to 100% Absolute top page impression share with max bid $10, $120 budget as avg daily spend last 30 days is $79.",,,,Katy,
21,5/21/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],"Changed bidding from eCPC to 100% Absolute top page impression share with max bid $10, $10 budget as avg daily spend last 30 days is <$1.",,,,Katy,
21,5/22/2024,CA,G Ads,AVT,"AVT-S, AVT-L",Lowered multiple from 1.2 to 1.1 as pacing is high,,,,Katy,
21,5/22/2024,CA,G Ads,Brand,Brand Adobe,"lowered multiple from 1.2 to 1.1 for CA - Brand Plus - [G], CA - Brand Prime - [G], CA - Brand Core BMM - [G]",,,,Katy,
21,5/22/2024,CA,G Ads,NB,NB Regs,lowered multiple from 1.2 to 1.1 for 'CA - NB Regs - [G]',,,,Katy,
18,5/1/2024,US,G Ads,All,Pause 0 IS kws (past 12Ms),kws label: Hydra Migration_0 IS Kws_05.01.24,,,,Stacey,
18,5/1/2024,US,G Ads,All,Pause 0 IS Campaign (past 12Ms),Campaign label: Hydra Migration_0 IS Campaign_05.01.24,,,,Stacey,
18,5/1/2024,US,G Ads,All,Pause Seller campaigns,Campaign label: Hydra Migration_Seller Campaign_05.01.24,,,,Stacey,
18,4/30/2024,US,G Ads,All,Pause ES NB campaigns,Campaign label: Hydra Migration_ES NB_05.01.24,,,,Stacey,
18,5/2/2024,US,G Ads,All,Pause Pmax,Campaign label: Hydra Pause,,,,Stacey,
18,5/2/2024,US,G Ads,NB,NB,Change from G ads bidding to Manual CPC,,1-2PM,,Stacey,
18,5/2/2024,US,G Ads,PB,PB,cut half on budget; cut 30% of the bids,,3:31 PM,,Stacey,
18,5/2/2024,US,G Ads,AVT S& L,AVT S& L,cut 30% of the bids,,3:38 PM,,Stacey,
18,5/2/2024,US,G Ads,Brand Plus & Brand core bmm,Brand Plus & Brand core bmm,Change from G ads bidding to Manual CPC,,4-5PM,,Stacey,
18,5/2/2024,US,G Ads,All Exact Kws,All Exact Kws,Raise to first page bid but <= $15,,11:00 PM,,Stacey,
18,5/3/2024,US,G Ads,AVT PB,AVT PB,budget up 10%,,3:31 PM,,Stacey,
18,5/4/2024,US,G Ads,Non AVT PB,Non AVT PB,budget up 10%,,1:30 PM,,Stacey,
18,5/4/2024,US,G Ads,AVT PB,AVT PB,budget up from $12K to $19K by applying G ads suggested budget,,1:30 PM,,Stacey,
19,5/5/2024,US,G Ads,AVT Non PB,AVT Non PB,budget up 20%,,1:30 PM,,Stacey,
19,5/5/2024,US,G Ads,AVT Non PB,AVT Non PB,budget up 10%,,7:50 PM,,Stacey,
19,5/6/2024,US,G Ads,AVT Non PB,AVT Non PB,budget up 10%,,9:30 AM,,Stacey,
19,5/6/2024,US,G Ads,AVT S& L,AVT S& L,budget up 10%,,9:30 AM,,Stacey,
19,5/6/2024,US,G Ads,Hydra_BAU,Hydra_BAU,budget up 10%,,9:30 AM,,Stacey,
19,5/6/2024,US,G Ads,Brand: Core - [D] [BMM],Brand: Core - [D] [BMM],budget $650 to $1100,,9:40 AM,,Stacey,
19,5/6/2024,US,G Ads,[AVT-L] Brand: Core - [D] [BMM],[AVT-L] Brand: Core - [D] [BMM],budget $200+ to $300+,,9:40 AM,,Stacey,
19,5/6/2024,US,G Ads,[AVT-S] Brand: Core - [M/T] [BMM],[AVT-S] Brand: Core - [M/T] [BMM],budget $200+ to $300+,,9:40 AM,,Stacey,
19,5/6/2024,US,G Ads,Brand: Prime - [EXT],Brand: Prime - [EXT],budget $400 to $800,,9:40 AM,,Stacey,
19,5/6/2024,US,G Ads,AVT PB,AVT PB,budget up 10%,,9:50 AM,,Stacey,
19,5/6/2024,US,G Ads,Brand Plus,Brand Plus,add $200 per campaign,,9:50 AM,,Stacey,
19,5/6/2024,US,G Ads,AVT S& L,AVT S& L,kws bids up 15%,,5:45 PM,,Stacey,
19,5/7/2024,US,G Ads,Non AVT PB,Hydra Non AVT PB Kws,kws bids up 5%,,3:00 PM,,Stacey,
19,5/7/2024,US,G Ads,AVT S& L,AVT S& L,budget up 5%,,9:00 PM,,Stacey,
19,5/9/2024,US,G Ads,Non AVT PB,General (Comp) - [M/T] [Broad] [Set 4],kws bids up 10%,,11:00 AM,,Stacey,
