Search terms report
"March 15, 2026 - March 28, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Source
herramienta urrea,Phrase match (close variant),None,MX - Crafts,Hand Tools_Phrase,"""herramientas manuales profesionales""",1,1,100.00%,USD,2.62,2.62,Keyword
paca ropa americana,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,3,33.33%,USD,0.86,0.86,Keyword
sudaderas por mayoreo cdmx,Phrase match (close variant),None,MX - Apparel,Tops_Wholesales_Phrase,"""comprar sudaderas al por mayor""",1,2,50.00%,USD,1.62,1.62,Keyword
zapotlanejo tiendas de ropa mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,3,33.33%,USD,0.82,0.82,Keyword
ropa deportiva mujer mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,3,33.33%,USD,0.51,0.51,Keyword
bolsas tote bag mayoreo,Phrase match (close variant),None,MX - Apparel,Accessories_Wholesales_Phrase,"""bolsas de tela al por mayor""",2,6,33.33%,USD,1.55,3.10,Keyword
maquillaje en mayoreo,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],4,11,36.36%,USD,1.53,6.13,Keyword
venta de perfumes de mayoreo,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,2,50.00%,USD,1.92,1.92,Keyword
brochas maquillaje mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,2,50.00%,USD,1.45,1.45,Keyword
distribuidores de tintes,Phrase match (close variant),None,MX - Beauty,Hair Styling_Distributors_Phrase,"""distribuidores de productos para el cabello""",1,1,100.00%,USD,3.21,3.21,Keyword
perfumes árabes mayoreo monterrey,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,4,25.00%,USD,1.78,1.78,Keyword
elf distribuidor,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,2,50.00%,USD,1.79,1.79,Keyword
solubrilho original precio,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",2,8,25.00%,USD,1.86,3.72,Keyword
articulos de limpieza para el hogar,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",1,2,50.00%,USD,0.57,0.57,Keyword
mesas y sillas para cafeteria,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""muebles para cafetería""",1,5,20.00%,USD,0.95,0.95,Keyword
maquina para cafe industrial,Phrase match (close variant),None,MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",1,2,50.00%,USD,0.98,0.98,Keyword
dulces americanos mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",2,3,66.67%,USD,0.83,1.66,Keyword
venta de leche en polvo por mayor,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""productos lácteos al por mayor""",1,1,100.00%,USD,3.97,3.97,Keyword
arrocera para restaurante,Phrase match (close variant),None,MX - Food,Products_Machines_Phrase,"""electrodomésticos para restaurante""",2,1,200.00%,USD,1.10,2.20,Keyword
molinos de cafe para cafeteria,Phrase match (close variant),None,MX - Food,Shop_Phrase,"""tienda de hostelería""",1,1,100.00%,USD,0.70,0.70,Keyword
percheros para bolsas restaurantes,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,2,50.00%,USD,1.75,1.75,Keyword
cerveza mayoreo guadalajara,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",1,6,16.67%,USD,1.96,1.96,Keyword
llaveros de peluches al por mayor,Phrase match,None,MX - Automotive,Exterior Accessories_Wholesale_Phrase,"""llaveros al por mayor""",2,2,100.00%,USD,1.29,2.58,Keyword
percoladora industrial,Phrase match (close variant),None,MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",1,1,100.00%,USD,1.44,1.44,Keyword
máquina de cafeteria,Exact match (close variant),None,MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",1,1,100.00%,USD,0.96,0.96,Keyword
proveedores de luces led por mayor para autos,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,2,50.00%,USD,2.40,2.40,Keyword
ventas al por mayor,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],1,15,6.67%,USD,0.59,0.59,Keyword
cubrebocas mayoreo guadalajara,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,2,50.00%,USD,3.13,3.13,Keyword
bolsas importadas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,4,25.00%,USD,3.05,3.05,Keyword
ofertas de productos para revender,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,2,50.00%,USD,2.03,2.03,Keyword
plataforma para encontrar proveedores,Phrase match (close variant),None,MX - Generic,Suppliers_Enterprises_Phrase,"""proveedor para empresas""",1,6,16.67%,USD,0.59,0.59,Keyword
plásticos para el hogar mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",2,10,20.00%,USD,1.49,2.97,Keyword
venta de ropa interior por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",2,3,66.67%,USD,1.53,3.06,Keyword
estuches mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.40,1.40,Keyword
proveedores online,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,2,50.00%,USD,1.50,1.50,Keyword
sillas y mesas plegables mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,4,25.00%,USD,1.53,1.53,Keyword
tiendas mayorista,Exact match (close variant),None,MX - Generic,Wholesales_Exact,[venta al por mayor],1,4,25.00%,USD,2.13,2.13,Keyword
gorras originales mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,1.63,1.63,Keyword
termo metalico mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,1.71,1.71,Keyword
venta de refacciones para moto por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,1,100.00%,USD,1.78,1.78,Keyword
fabricantes de bolsas para dama mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,3,33.33%,USD,0.95,0.95,Keyword
bolsas ecológicas mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,1,100.00%,USD,1.44,1.44,Keyword
amenidades hoteleras,Phrase match (close variant),None,MX - Hospitality,Suppliers_Phrase,"""proveedores para hoteles""",1,4,25.00%,USD,2.61,2.61,Keyword
toallas hoteleras,Exact match (close variant),None,MX - Hospitality,Products_Exact,[toallas para hotel],3,14,21.43%,USD,1.92,5.75,Keyword
sillones oficina,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""equipamiento escritorio""",1,1,100.00%,USD,2.08,2.08,Keyword
papeleria cornejo mayoreo,Phrase match (close variant),None,MX - Office,Office Furniture_Wholesale_Phrase,"""papeleras al por mayor""",1,5,20.00%,USD,2.86,2.86,Keyword
organizador de oficina,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",2,14,14.29%,USD,1.78,3.56,Keyword
sillas de oficina office depot,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""equipamiento escritorio""",2,10,20.00%,USD,1.00,2.00,Keyword
amazon como solicitar factura,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon""",1,2,50.00%,USD,6.20,6.20,Keyword
venta de bolsos para dama por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,1,100.00%,USD,2.42,2.42,Keyword
check out mueble caja de cobro,Phrase match (close variant),None,MX - Shops,Shops_Generic_Phrase,"""equipos para tiendas""",1,2,50.00%,USD,0.82,0.82,Keyword
controles remotos por mayor,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",1,1,100.00%,USD,2.50,2.50,Keyword
crm de amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",1,5,20.00%,USD,15.90,15.90,Keyword
amazon business beneficios,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",1,8,12.50%,USD,3.48,3.48,Keyword
distribuidor amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",3,6,50.00%,USD,2.32,6.96,Keyword
amazon business model,Phrase match,None,MX - Brand Phrase,Pure_Phrase,"""amazon business""",1,6,16.67%,USD,17.75,17.75,Keyword
compra de pacas de ropa,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,3,66.67%,USD,1.26,2.52,Keyword
hoodies essentials mayoreo,Phrase match (close variant),None,MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de sudaderas""",3,3,100.00%,USD,1.67,5.01,Keyword
ropa deportiva para revender directo de fábrica,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,15,13.33%,USD,1.34,2.68,Keyword
papelería mayoreo,Phrase match (close variant),None,MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,5,40.00%,USD,2.89,5.78,Keyword
distribuidores alfaparf mexico,Phrase match (close variant),None,MX - Beauty,Hair Styling_Distributors_Phrase,"""distribuidores de productos para el cabello""",1,1,100.00%,USD,2.31,2.31,Keyword
perfume arabe mayoreo,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,2,50.00%,USD,1.96,1.96,Keyword
sillas para corte de cabello,Phrase match (close variant),None,MX - Beauty,Furniture_Hair_Phrase,"""muebles de peluquerías""",1,3,33.33%,USD,1.77,1.77,Keyword
distribuidor hidracolor,Phrase match (close variant),None,MX - Beauty,Hair Styling_Distributors_Phrase,"""distribuidores de productos para el cabello""",1,1,100.00%,USD,1.15,1.15,Keyword
venta de tijeras para cortar cabello,Phrase match (close variant),None,MX - Beauty,Generic_Hair_Phrase,"""accesorios de peluquería""",1,1,100.00%,USD,1.22,1.22,Keyword
abrelatas industrial,Phrase match (close variant),None,MX - Food,Generic_Phrase,"""suministros para hostelería""",1,7,14.29%,USD,2.00,2.00,Keyword
máquinas de hielo industrial,Exact match (close variant),None,MX - Food,Restaurant_Phrase,"""máquinas de hielo profesionales""",1,3,33.33%,USD,1.41,1.41,Keyword
platos y vasos de plastico por mayoreo,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,1,100.00%,USD,3.83,3.83,Keyword
donde puedo comprar tostitos de mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,2,50.00%,USD,3.89,3.89,Keyword
danonino mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,3,66.67%,USD,1.50,3.00,Keyword
donde comprar cerveza al mayoreo,Phrase match (close variant),None,MX - Food,Wholesales_Food_Phrase,"""venta de bebidas al por mayor""",1,1,100.00%,USD,2.45,2.45,Keyword
cepillos para car wash,Phrase match (close variant),None,MX - Automotive,Cleaning_Phrase,"""artículos de limpieza para autos""",1,1,100.00%,USD,1.23,1.23,Keyword
vasos desechables personalizados cdmx,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,1,100.00%,USD,3.77,3.77,Keyword
mostrador para pasteleria,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""muebles de panadería""",1,1,100.00%,USD,0.82,0.82,Keyword
sigma alimentos pedidos,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",1,2,50.00%,USD,1.52,1.52,Keyword
venta de frituras por mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,2,50.00%,USD,1.45,1.45,Keyword
distribuidor de dulces al por mayor,Phrase match,None,MX - Food,Food_Distributor_Phrase,"""distribuidor de dulces""",1,2,50.00%,USD,1.08,1.08,Keyword
cerveza precio mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",2,6,33.33%,USD,1.13,2.25,Keyword
proveedores para vender por internet,Phrase match (close variant),None,MX - Generic,Suppliers_Enterprises_Phrase,"""proveedor para empresas""",2,10,20.00%,USD,2.67,5.34,Keyword
ropa interior por mayor directo de fábrica,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,7,14.29%,USD,1.24,1.24,Keyword
sillas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,19,5.26%,USD,1.49,1.49,Keyword
proveedores para tienda de regalos en méxico,Phrase match (close variant),None,MX - Generic,Distributors_Enterprises_Phrase,"""distribuidor para negocios""",2,3,66.67%,USD,7.36,14.72,Keyword
proveedor de essentials,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,3,33.33%,USD,2.37,2.37,Keyword
como comprar productos chinos por mayoreo,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",2,11,18.18%,USD,2.08,4.16,Keyword
chamarras para hombre mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,3.16,3.16,Keyword
sombreros a mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,1,100.00%,USD,1.70,1.70,Keyword
lujo mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,8,12.50%,USD,0.67,0.67,Keyword
fábrica de pantalones de mezclilla por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.88,1.88,Keyword
empresas mayoristas mexicanas,Exact match (close variant),None,MX - Generic,Core_Wholesalers_Exact,[mayorista mexico],1,2,50.00%,USD,0.49,0.49,Keyword
proveedores de mexico,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,2,50.00%,USD,2.01,2.01,Keyword
termos acero inoxidable mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,7,14.29%,USD,1.68,1.68,Keyword
termos aluminio por mayor,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,2,50.00%,USD,1.47,1.47,Keyword
bisuteria al mayoreo mexico,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,1,100.00%,USD,1.40,1.40,Keyword
venta de micas para celular por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,0.74,0.74,Keyword
aliexpress business,Phrase match (close variant),None,MX - Generic,Enterprises_Shop_Phrase,"""tienda online para negocios""",3,14,21.43%,USD,3.16,9.49,Keyword
donde comprar productos por mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedor para mayoristas],1,6,16.67%,USD,0.59,0.59,Keyword
plumas por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,3,33.33%,USD,3.03,3.03,Keyword
amazon factura a empresas,Broad match,None,MX - Generic AMZ,Generic_Bulk_Buy_Broad,amazon compra al por mayor,1,4,25.00%,USD,4.35,4.35,Keyword
facturar amazon,Exact match,Added,MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon""",10,98,10.20%,USD,5.04,50.41,Keyword
amazon da factura,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""factura de amazon""",1,1,100.00%,USD,14.58,14.58,Keyword
mesas para salas de juntas,Exact match (close variant),None,MX - Office,Furniture_Exact,[mesa conferencias],1,3,33.33%,USD,3.48,3.48,Keyword
proveedores de papelería al mayoreo en méxico,Phrase match (close variant),None,MX - Office,Office Furniture_Wholesale_Phrase,"""papeleras al por mayor""",1,9,11.11%,USD,0.80,0.80,Keyword
papelería por mayoreo,Exact match (close variant),None,MX - Office,Wholesales_Exact,[comercio al por mayor de artículos de papelería],2,17,11.76%,USD,1.44,2.88,Keyword
carpetas lefort tamaño carta,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,7,14.29%,USD,1.27,1.27,Keyword
proveedores de articulos para el hogar,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,1,100.00%,USD,0.59,0.59,Keyword
ssd por mayor,Phrase match (close variant),None,MX - Crafts,Professional Tools_Wholesalers_Phrase,"""mayorista de equipos""",1,1,100.00%,USD,2.41,2.41,Keyword
juego de llaves allen urrea,Phrase match (close variant),None,MX - Crafts,Hand Tools_Phrase,"""juegos de herramientas profesionales""",1,1,100.00%,USD,1.28,1.28,Keyword
amazon negocios,Exact match,Added,MX - Brand Exact,Pure_Exact,[amazon negocios],64,143,44.76%,USD,0.21,13.27,Keyword
proveedor de flores,Exact match (close variant),None,MX - Shops,Shops_Distributors_Florist_Phrase,"""distribuidores de flores""",1,2,50.00%,USD,0.34,0.34,Keyword
flor artificial mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Distributors_Florist_Phrase,"""distribuidores de flores""",1,2,50.00%,USD,2.41,2.41,Keyword
sillas y mesas para negocio,Phrase match (close variant),None,MX - Shops,Shops_Generic_Phrase,"""equipos para tiendas""",1,8,12.50%,USD,1.60,1.60,Keyword
zapatos león guanajuato mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Distributors_Clothing_Phrase,"""distribuidores de calzado""",1,2,50.00%,USD,2.55,2.55,Keyword
amazon associates mexico,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",55,214,25.70%,USD,2.42,133.08,Keyword
ventas en amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",1,1,100.00%,USD,0.84,0.84,Keyword
amazon business primera compra,Phrase match,None,MX - Brand Phrase,Pure_Phrase,"""amazon business""",1,2,50.00%,USD,0.01,0.01,Keyword
mcf amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon para empresas""",1,4,25.00%,USD,18.90,18.90,Keyword
dónde comprar pacas de ropa americana,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,2,50.00%,USD,0.58,0.58,Keyword
pijamas al mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,1,100.00%,USD,0.91,0.91,Keyword
proveedores de ropa puebla,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,6,33.33%,USD,0.93,1.86,Keyword
productos de limpieza a mayoreo,Exact match (close variant),None,MX - Janitorial,Suppliers_Exact,[proveedores de artículos de limpieza],1,2,50.00%,USD,0.34,0.34,Keyword
distribuidor de productos de limpieza por mayoreo,Exact match (close variant),None,MX - Janitorial,Wholesalers_Exact,[mayoristas de artículos de limpieza],2,4,50.00%,USD,1.37,2.75,Keyword
proveedores de maquillaje por mayoreo,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],3,16,18.75%,USD,2.15,6.45,Keyword
venta cosmeticos por mayor,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],1,1,100.00%,USD,1.77,1.77,Keyword
donde puedo comprar maquillaje por mayoreo,Exact match (close variant),None,MX - Beauty,Makeup_Supplier_Exact,[proveedor de maquillaje],1,5,20.00%,USD,4.32,4.32,Keyword
equipos de restaurante,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,1,100.00%,USD,1.04,1.04,Keyword
accesorios de cafeteria,Phrase match (close variant),None,MX - Food,Shop_Phrase,"""tienda de hostelería""",1,1,100.00%,USD,1.32,1.32,Keyword
cuanto cuesta una bujía,Phrase match (close variant),None,MX - Automotive,Tools_Phrase,"""bujías coche""",1,1,100.00%,USD,1.28,1.28,Keyword
huevos de pascua por mayor,Phrase match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",1,2,50.00%,USD,0.96,0.96,Keyword
limpiaparabrisas por mayoreo,Phrase match (close variant),None,MX - Automotive,Supply_Phrase,"""artículos para vehículos""",1,1,100.00%,USD,1.27,1.27,Keyword
proveedores de abarrotes por mayoreo en méxico,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",1,3,33.33%,USD,1.49,1.49,Keyword
llaveros acrilico mayoreo,Phrase match (close variant),None,MX - Automotive,Exterior Accessories_Wholesale_Phrase,"""llaveros al por mayor""",1,1,100.00%,USD,1.31,1.31,Keyword
proveedores restaurantes,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,2,50.00%,USD,2.05,2.05,Keyword
platos de barro por mayoreo,Phrase match (close variant),None,MX - Food,Cultlery_Suppliers_Phrase,"""proveedores vajillas""",2,7,28.57%,USD,1.27,2.54,Keyword
sillas y mesas para cafeteria,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""muebles para bar""",1,2,50.00%,USD,2.10,2.10,Keyword
maquinaria para cafeteria,Phrase match (close variant),None,MX - Food,Generic_Phrase,"""suministros para hostelería""",1,8,12.50%,USD,2.91,2.91,Keyword
proveedor de memorias usb,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,5,20.00%,USD,3.27,3.27,Keyword
tecnobackmayoristas com,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",3,7,42.86%,USD,1.89,5.67,Keyword
venta de botellas de plastico por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",2,2,100.00%,USD,1.24,2.47,Keyword
mayoreo frascos de vidrio,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.71,1.71,Keyword
guantes proderma mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,2,50.00%,USD,1.29,1.29,Keyword
floreros mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,14,7.14%,USD,1.62,1.62,Keyword
cilindro para agua mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,3,33.33%,USD,1.22,1.22,Keyword
frascos de vidrio mayoreo monterrey,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",2,16,12.50%,USD,1.62,3.24,Keyword
level 3 mayoreo,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,1,100.00%,USD,1.18,1.18,Keyword
electrolit por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",2,7,28.57%,USD,1.81,3.61,Keyword
mochilas en mayoreo,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,1,100.00%,USD,2.09,2.09,Keyword
vitrinas para carniceria usadas,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",1,2,50.00%,USD,2.94,2.94,Keyword
abasteo cdmx,Phrase match (close variant),None,MX - Generic,Procurement_Suppliers_Phrase,"""suministro distribuidor""",1,1,100.00%,USD,1.55,1.55,Keyword
encendedores bic por mayor,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,1.37,1.37,Keyword
mayoristas equipo de computo,Phrase match (close variant),None,MX - Electronics,Computers_Procurement_Phrase,"""suministro computadoras""",1,1,100.00%,USD,1.06,1.06,Keyword
paquete de hojas blancas tamaño carta,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,7,14.29%,USD,1.07,1.07,Keyword
office depot leon,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,1,100.00%,USD,1.27,1.27,Keyword
sillas de oficina en oferta,Exact match (close variant),None,MX - Office,Office Furniture_Exact,"""sillas para oficina economicas""",2,1,200.00%,USD,0.35,0.70,Keyword
modelos de escritorio para oficina,Exact match (close variant),None,MX - Office,Office Furniture_Exact,[escritorios para oficina],1,1,100.00%,USD,3.04,3.04,Keyword
amazon empresas,Exact match (close variant),None,MX - Generic AMZ,Generic_Bulk_Exact,[empresa amazon],13,27,48.15%,USD,0.19,2.52,Keyword
como pedir una factura en amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoicing_Exact,[factura pedidos amazon],1,2,50.00%,USD,7.67,7.67,Keyword
sombreros dama mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,6,16.67%,USD,3.40,3.40,Keyword
pulseras mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,5,20.00%,USD,1.33,1.33,Keyword
donde comprar accesorios para mascotas al por mayor,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Pet Shop_Phrase,"""proveedores de tiendas de mascotas""",1,2,50.00%,USD,4.96,4.96,Keyword
peines mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""accesorios para el cabello al por mayor""",1,2,50.00%,USD,0.83,0.83,Keyword
proveedores de celulares al por mayor,Phrase match (close variant),None,MX - Crafts,Professional Tools_Wholesalers_Phrase,"""mayorista de equipos""",1,2,50.00%,USD,3.01,3.01,Keyword
espátulas level 5,Phrase match (close variant),None,MX - Crafts,Hand Tools_Phrase,"""herramientas manuales profesionales""",1,1,100.00%,USD,0.67,0.67,Keyword
cambiar cuenta de amazon business a personal,Phrase match,None,MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",1,4,25.00%,USD,3.56,3.56,Keyword
carrier central amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",1,5,20.00%,USD,4.21,4.21,Keyword
playeras oversize mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,5,40.00%,USD,0.51,1.02,Keyword
donde comprar kilos de ropa,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,2,50.00%,USD,0.84,0.84,Keyword
pacas de ropa americana,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,12,16.67%,USD,0.90,1.79,Keyword
ropa de mujer por mayoreo,Phrase match,None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,1,200.00%,USD,0.95,1.90,Keyword
