Search term,Match type,Campaign,Ad group,Keyword,Clicks,Impr.,Cost
proveedor de cerveza,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",3,24,5.2
proveedores de bolsas,Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",3,19,7.9
cafe mayoreo,Phrase match (close variant),MX - Food,Food_Suppliers_Phrase,"""proveedores de café""",3,32,5.45
playeras dry fit por mayoreo,Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",3,40,4.67
papel vogue mayoreo,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",3,14,7.76
amazon business coupon,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon para empresas""",3,7,3.6
loza para restaurante,Phrase match (close variant),MX - Food,Cultlery_Suppliers_Phrase,"""proveedores vajillas""",3,16,3.47
mayoreo ventas,Exact match (close variant),MX - Generic,Wholesales_Exact,[venta al por mayor],3,10,3.13
proveedores fabricantes,Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",3,6,6.61
cosas baratas para revender,Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,"""comprar mercancías""",3,5,6.33
delcron siliconizado mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Phrase,"""al por mayor""",3,4,5.02
mayoreo mercado libre,Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,"""venta directa al por mayor""",3,4,4.69
celulares mayoreo guadalajara,Phrase match (close variant),MX - Electronics,Cell Phones_Distributor_Phrase,"""distribuidores de smartphone""",3,10,8.94
iphone por mayoreo,Phrase match (close variant),MX - Electronics,Cell Phones_Distributor_Phrase,"""distribuidores de smartphone""",3,5,2.64
donde comprar calcetines por mayoreo para vender,Phrase match (close variant),MX - Generic,Wholesales_Phrase,"""al por mayor""",3,23,3.77
venta de colchas y edredones por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,"""venta directa al por mayor""",3,2,3.93
como funciona amazon business,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",3,14,4.1
amazon business duo,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",3,12,1.95
donde comprar papel higiénico para revender,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",3,12,3.35
abarrotes baratos para negocio,Phrase match (close variant),MX - Generic,Purchasing_Enterprises_Phrase,"""compra para empresa""",3,23,7.38
ventas de mayoreo,Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],3,11,3.15
chrisalim catálogo de productos,Phrase match (close variant),MX - Janitorial,Sellers_Supplies_Phrase,"""distribuidores de artículos de limpieza""",3,21,9.16
lotes de ropa,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",3,13,2.87
plataformas b2b,Phrase match (close variant),MX - Generic,B2B_Products_Phrase,"""productos b2b""",3,18,8.69
bocinas para restaurante,Phrase match (close variant),MX - Food,Shop_Phrase,"""tienda de hostelería""",3,12,4.99
mayoristas de herramientas,Phrase match (close variant),MX - Generic,Procurement_Suppliers_Phrase,"""suministro distribuidor""",3,5,6.89
servilleteros para restaurante,Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",3,19,3.75
máquinas de café para negocios,Exact match (close variant),MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",3,11,3.92
mini botellas de vino al por mayor,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",3,12,3.64
corporativo de amazon,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",3,23,29.21
toalla facial mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,22,3.65
tintes por mayoreo,Phrase match (close variant),MX - Beauty,Hair Styling_Distributors_Phrase,"""distribuidores de productos para el cabello""",3,36,6.24
proveedores de productos de limpieza,Exact match (close variant),MX - Janitorial,Wholesalers_Exact,[mayoristas de artículos de limpieza],3,42,4.59
gorras proveedor,Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",3,3,4.68
tiendas de mayoreo en guadalajara,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,14,5.09
papel bond mayoreo,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",3,7,3.19
papel coreano mayoreo,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",3,7,10.75
compra de pacas de ropa americana,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",3,6,4.16
como sacar una factura de amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",3,17,14.54
paca de ropa deportiva,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,4,2
nutrapel mayoreo,Phrase match (close variant),MX - Beauty,Hair Styling_Wholesale_Phrase,"""mayorista de productos para el cabello""",3,9,5.79
vasos de vidrio por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",3,7,4.5
proveedores de sudaderas mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,8,2.53
pacas de maquillaje,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,15,4.53
detercon,Phrase match (close variant),MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",3,24,4.79
playeras oversize hombre mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,6,2.25
venta de perfumes a granel por litros,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,3,5.12
donde comprar lotes de skincare,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,18,2.65
productos yuya mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,11,5.85
maquillaje mayoreo china,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,32,5.43
productos de jarciería mayoreo estado de méxico,Phrase match (close variant),MX - Janitorial,Wholesalers_Phrase,"""mayoristas de artículos de limpieza""",3,6,7.25
playeras por mayoreo lisas,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,48,3.08
pacas de maquillaje original en méxico,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,2,5.39
fraiche mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,9,5.59
proveedor de playeras,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,34,2.34
mayoristas de detergentes,Phrase match (close variant),MX - Janitorial,Wholesalers_Phrase,"""mayoristas de artículos de limpieza""",3,2,7.85
fruit of the loom mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,2,1.74
ventiladores por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,11,3.82
toallas faciales mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",3,68,4.32
proveedores de dulces al mayoreo para negocio,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de dulces""",3,26,3.54
proveedores maquillaje,Exact match (close variant),MX - Beauty,Makeup_Supplier_Exact,[proveedor de maquillaje],3,16,6.75
perfumes para revender,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,9,4.81
venta de perfumes originales por mayoreo en guadalajara,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,14,7.72
pinol,Phrase match (close variant),MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",3,28,6.54
platos para restaurantes,Phrase match (close variant),MX - Food,Cultlery_Suppliers_Phrase,"""proveedores vajillas""",3,19,4.1
platos de cerámica mayoreo,Phrase match (close variant),MX - Food,Plates_Wholesale_Phrase,"""platos al por mayor""",3,20,4.51
cargadores mayoreo,Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",3,7,2.59
dart vasos desechables precios,Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",3,2,2.47
proveedores de frutas y verduras cdmx,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",3,9,4.06
papel higiénico mayoreo,Exact match (close variant),MX - Janitorial,Paper_Wholesale_Exact,[mayorista de papel higiénico],3,13,2.83
wella distribuidor,Phrase match (close variant),MX - Beauty,Hair Styling_Distributors_Phrase,"""distribuidores de productos para el cabello""",3,12,8.62
mobiliario para barberia,Phrase match (close variant),MX - Beauty,Furniture_Hair_Phrase,"""muebles de peluquerías""",3,7,3.5
playeras hugo boss g5 mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,5,2.33
espuma spoom boom precio mayoreo,Phrase match (close variant),MX - Celebrations,Products_Phrase,"""productos para fiestas""",3,2,4.3
lotes para revender,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,5,4.4
mayoreos,Exact match (close variant),MX - Generic,Core_Wholesalers_Exact,[mayoreo],3,16,5.85
proveedores de ropa original,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,9,2.9
vasos mayoreo,Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",3,34,5.49
donde comprar platos para restaurante,Phrase match (close variant),MX - Food,Cultlery_Phrase,"""vajilla profesional""",3,9,2.62
platos para restaurante,Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",3,7,5.31
vasos de plástico con tapa y popote mayoreo,Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",3,24,4.97
distribuidora de belleza,Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],3,233,8.38
dulces por mayoreo para negocio,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",3,9,3.12
prep center amazon mexico,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",3,10,31.99
amazon business costo,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",3,25,2.64
gorras por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Phrase,"""al por mayor""",3,10,3.76
venta de desodorantes por mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,4,4.36
proveedor de perfumes originales en mexico,Phrase match,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,12,4.9
donde comprar maquillaje por mayoreo en cdmx,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,66,4.62
mocoallure mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,21,4.42
proveedores de perfumes originales en méxico,Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,"""mayorista de perfume""",3,12,4.57
dulces coreanos mayoreo,Phrase match (close variant),MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",3,26,3.37
mejores proveedores chinos,Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",3,7,3.62
productos chinos mayoreo,Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",3,17,5.35
proveedores de electronica en mexico,Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",3,18,1.77
costo amazon business,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",3,27,7.13
venta de cafe en grano,Exact match (close variant),MX - Food,Food_Bulk_Exact,[café a granel],3,4,5.7
playeras mayoreo monterrey,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",3,24,3.08
frascos de vidrio por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",3,15,5.05
proveedores de empaques,Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",3,20,7.03
balones por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""equipo al por mayor""",3,11,9.82
cosmetiqueras mayoreo,Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",3,26,6.32
productos para revender directo de fábrica méxico,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,12,3.16
catalogo de proveedores,Exact match (close variant),MX - Generic,Catalog_Suppliers_Exact,[catálogo de proveedores],3,91,20.61
one hats mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Phrase,"""al por mayor""",3,30,4.95
cafetera de dos grupos,Phrase match (close variant),MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",3,2,3.38
botellas para agua mayoreo,Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",3,13,3.37
globos por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,8,6.09
www servinox com mx,Phrase match (close variant),MX - Food,Shop_Phrase,"""tienda de hostelería""",3,7,5.72
abarrotes baratos para negocio,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",3,7,4.86
refrigerador para restaurante,Phrase match (close variant),MX - Food,Generic_Phrase,"""suministros para hostelería""",3,18,7.56
qué es amazon business,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",3,33,1.93
proveedores confiables de méxico,Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",3,6,3.81
mini termos mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Phrase,"""al por mayor""",3,35,4.76
fabuloso a granel,Phrase match (close variant),MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",3,3,4.16
productos baratos para revender,Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,"""comprar mercancías""",3,7,6.1
playeras al mayoreo para sublimar,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,5,5.08
mercado libre mayoreo,Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,"""comprar mercancías""",3,13,5.83
proveedores de mayoreo,Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,[proveedor para mayoristas],3,12,3.08
pashminas mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,31,4.48
